FKZ;Ressort;Referat;PT;Arb.-Einh.;Zuwendungsempfaenger;Gemeindekennziffer;Stadt/Gemeinde;Ort;Land;Staat;AusfuehrendeStelle;Gemeindekennziffer_1;Stadt/Gemeinde_2;Ort_3;Land_4;Staat_5;Thema;Leistungsplansystematik;KlartextLeistungsplansystematik;LaufzeitVon;LaufzeitBis;FoerdersummeInEUR;Foerderprofil;Verbundprojekt
01RK9736/7;BMBF;727;PT-DLR;UF;Universitaet Bremen;4011000;Bremen, Stadt;Bremen;Bremen;;Universitaet Bremen - Lehrstuhl fuer Allgemeine Betriebswirtschaftslehre;4011000;Bremen, Stadt;Bremen;Bremen;;Verbundprojekt: OPUS - Organisationsmodelle und Informationssysteme fuer den produktionsintegrierten Umweltschutz - Phase II: Anwendung;FD4010;Interne und externe Geschaeftsprozesse;1081997;31121999;112345;Technologie- und Innovationsfoerderung;OPUS
07AF302 /6;BMBF;724;PT-GSF;PT-UKF;Leibniz-Institut fuer Troposphaerenforschung e.V.;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Leibniz-Institut fuer Troposphaerenforschung e.V.;14713000;Leipzig, Stadt;Leipzig;Sachsen;;In-Situ Schliessungsexperiment;FA1011;Klimaprozesse;1091997;31082000;89987;Forschung und Entwicklung zur Daseinsvorsorge;
07AF303A/7;BMBF;724;PT-GSF;PT-UKF;Leibniz-Institut fuer Troposphaerenforschung e.V.;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Leibniz-Institut fuer Troposphaerenforschung e.V.;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Entwicklung eines modalen Modells zur Beschreibung der Chemie und Physik von Wolken und Aerosolen und dessen Implementierung in das EURAD-Modell-System zur Beschreibung aerosolbedingter Modifikationen des aktinischen Flusses;FA1011;Klimaprozesse;1101997;30092000;66586;Forschung und Entwicklung zur Daseinsvorsorge;
07AF303C/2;BMBF;724;PT-GSF;PT-UKF;Universitaet zu Koeln;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Universitaet zu Koeln - Mathematisch-Naturwissenschaftliche Fakultaet - Institut fuer Geophysik und Meteorologie;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Entwicklung eines modalen Modells zur Beschreibung der Chemie und Physik von Wolken und Aerosolen und dessen Implementierung in das EURAD-Modell-System zur Beschreibung aerosolbedingter Modifikationen des aktinischen Flusses;FA1011;Klimaprozesse;1101997;31032001;81563;Forschung und Entwicklung zur Daseinsvorsorge;
07AF305 /9;BMBF;724;PT-GSF;PT-UKF;Freie Universitaet Berlin;11000000;Berlin, Stadt;Berlin;Berlin;;Freie Universitaet Berlin - Fachbereich Geowissenschaften - Institut fuer Weltraumwissenschaften;11000000;Berlin, Stadt;Berlin;Berlin;;Satellitengestuetzte Fernerkundung von Aerosolparametern;FA1011;Klimaprozesse;1011998;28022001;231606;Forschung und Entwicklung zur Daseinsvorsorge;
07AF107 /6;BMBF;724;PT-GSF;PT-UKF;Max-Planck-Gesellschaft zur Foerderung der Wissenschaften e.V. (MPG);9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Max-Planck-Institut fuer Kernphysik;8221000;Heidelberg, Stadt;Heidelberg;Baden-Wuerttemberg;;AEROMAS-UFA (Aerosol Mass Spectrometry - Upper Tropospheric Formation of Aerosol Particles and Cloud Condensation Nuclei);FA1011;Klimaprozesse;1011998;31082001;252761;Forschung und Entwicklung zur Daseinsvorsorge;
07AF108 /7;BMBF;724;PT-GSF;PT-UKF;Max-Planck-Gesellschaft zur Foerderung der Wissenschaften e.V. (MPG);9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Max-Planck-Institut fuer Meteorologie;2000000;Hamburg, Freie und Hansestadt;Hamburg;Hamburg;;Foerderschwerpunkt Aerosolforschung (AFS): Charakterisierung der vertikalen Aerosolverteilung ueber Hamburg mit Hilfe von Lidar-Messungen;FA1011;Klimaprozesse;1091997;31082000;110030;Forschung und Entwicklung zur Daseinsvorsorge;
07AF109 /8;BMBF;724;PT-GSF;PT-UKF;Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Sondervermoegen Grossforschung beim Karlsruher Institut fuer Technologie (KIT) - Institut fuer Meteorologie und Klimaforschung - Atmosphaerische Umweltforschung (IMK-IFU);9180117;Garmisch-Partenkirchen, M;Garmisch-Partenkirchen;Bayern;;Foerderschwerpunkt: Aerosolforschung (AFS): Das Hintergrundaerosol der unteren Stratosphaere und das troposphaerische Aerosol der Alpen;FA1011;Klimaprozesse;1091997;31082000;501168;Forschung und Entwicklung zur Daseinsvorsorge;
07AF110 /8;BMBF;724;PT-GSF;PT-UKF;Ludwig-Maximilians-Universitaet Muenchen;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Ludwig-Maximilians-Universitaet Muenchen - Fakultaet fuer Physik - Meteorologisches Institut;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Saeulen-Schliessungsexperiment in einer wolkenfreien kontinentalen Atmosphaere;FA1011;Klimaprozesse;1091997;31122000;92275;Forschung und Entwicklung zur Daseinsvorsorge;
07AF111 /9;BMBF;724;PT-GSF;PT-UKF;Ludwig-Maximilians-Universitaet Muenchen;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Ludwig-Maximilians-Universitaet Muenchen - Fakultaet fuer Physik - Meteorologisches Institut;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Foerderschwerpunkt Aerosolforschung (AFS): Vermessung der Aerosolverteilung in Sueddeutschland als Beitrag zu einem bundesweiten Aerosl-Lidar-Messnetz;FA1011;Klimaprozesse;1091997;31082000;148990;Forschung und Entwicklung zur Daseinsvorsorge;
07AF112 /0;BMBF;724;PT-GSF;PT-GSF;Johannes Gutenberg-Universitaet Mainz;7315000;Mainz, Stadt;Mainz;Rheinland-Pfalz;;Johannes Gutenberg-Universitaet Mainz - FB 08 Physik, Mathematik und Informatik - Institut fuer Physik der Atmosphaere;7315000;Mainz, Stadt;Mainz;Rheinland-Pfalz;;Antrag zur Bestimmung des hygroskopischen Verhaltens und des wasserloeslichen Anteils atmosphaerischer Aerosolpartikel im Radiusbereich 10 nm bis 2 ym;FA1011;Klimaprozesse;1091997;31082001;346825;Forschung und Entwicklung zur Daseinsvorsorge;
07AF113 /0;BMBF;724;PT-GSF;PT-UKF;Leibniz-Institut fuer Atmosphaerenphysik e.V. an der Universitaet Rostock (IAP);13072060;Kuehlungsborn, Stadt;Kuehlungsborn;Mecklenburg-Vorpommern;;Leibniz-Institut fuer Atmosphaerenphysik e.V. an der Universitaet Rostock (IAP);13072060;Kuehlungsborn, Stadt;Kuehlungsborn;Mecklenburg-Vorpommern;;Foerderschwerpunkt Aerosolforschung (AFS): Feldmessungen im LIDAR-Messnetz: Aerosole an der Tropopause;FA1011;Klimaprozesse;1101997;30062000;110439;Forschung und Entwicklung zur Daseinsvorsorge;
21LT620I/0;BMBF;314;BIBB;AB 4.3;Handwerkskammer Koblenz;7111000;Koblenz, Stadt;Koblenz;Rheinland-Pfalz;;Handwerkskammer Koblenz;7111000;Koblenz, Stadt;Koblenz;Rheinland-Pfalz;;Dachsanierung des Bauzentrums Koblenz der Handwerkskammer Koblenz;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;15051997;31121998;668770;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
07AF114 /1;BMBF;724;PT-GSF;PT-UKF;Heinrich-Heine-Universitaet Duesseldorf;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Heinrich-Heine-Universitaet Duesseldorf - Universitaetsklinikum und Medizinische Fakultaet - Institut fuer Lasermedizin;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Untersuchung von dynamischen Atmosphaerenprozessen durch impaktfreie massenspektrometrische Online-Charakterisierung von luftgetragenen Einzelpartikeln;FA1011;Klimaprozesse;1091997;31082000;215060;Forschung und Entwicklung zur Daseinsvorsorge;
07AF115 /2;BMBF;724;PT-GSF;PT-UKF;Deutsches Zentrum fuer Luft- und Raumfahrt e.V.;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Deutsches Zentrum fuer Luft- und Raumfahrt e.V. - Institut fuer Physik der Atmosphaere Oberpfaffenhofen;9188144;Wessling;Wessling;Bayern;;Flugzeuggestuetzte Aerosolcharakterisierung der freien Troposphaere und der Tropopausenregion;FA1011;Klimaprozesse;1011998;31122000;348295;Forschung und Entwicklung zur Daseinsvorsorge;
07AF116A/3;BMBF;724;PT-GSF;PT-UKF;Max-Planck-Gesellschaft zur Foerderung der Wissenschaften e.V. (MPG);9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Max-Planck-Institut fuer Chemie (Otto-Hahn-Institut) - Abt. Biogeochemie;7315000;Mainz, Stadt;Mainz;Rheinland-Pfalz;;Chemische Zusammensetzung und optische Eigenschaften des Aerosols in der bodennahen Mischungsschicht und in der freien Troposphaere;FA1011;Klimaprozesse;1011998;31122000;179845;Forschung und Entwicklung zur Daseinsvorsorge;
07AF116B/6;BMBF;724;PT-GSF;PT-UKF;Technische Universitaet Darmstadt;6411000;Darmstadt, Wissenschaftsstadt;Darmstadt;Hessen;;Technische Universitaet Darmstadt - Fachbereich Material- und Geowissenschaften - FG Chemische Analytik;6411000;Darmstadt, Wissenschaftsstadt;Darmstadt;Hessen;;Chemische Zusammensetzung und optische Eigenschaften des Aerosols in der freien Troposphaere;FA1011;Klimaprozesse;1091997;31082000;107194;Forschung und Entwicklung zur Daseinsvorsorge;
0335006H/7;BMWi;IIC6;PT-J;ESN1;Universitaet Bremen;4011000;Bremen, Stadt;Bremen;Bremen;;Universitaet Bremen - Institut Technik und Bildung;4011000;Bremen, Stadt;Bremen;Bremen;;Solaroptimiertes Bauen - TK 3: Neubau eines Buero- und Laborgebaeudes fuer Facility-Management, Energie- und Umwelttechnik - Phase II: Messprogramm, Evaluierung und Ergebnistransfer;EA4300;Regenerative und energieeffiziente Waerme- und Kaeltenutzung;1071997;31122000;374201;Technologie- und Innovationsfoerderung;
07AF116C/9;BMBF;724;PT-GSF;PT-UKF;Deutscher Wetterdienst (DWD);6413000;Offenbach am Main, Stadt;Offenbach am Main;Hessen;;Deutscher Wetterdienst (DWD) - Meteorologisches Observatorium Potsdam;12054000;Potsdam, Stadt;Potsdam;Brandenburg;;Chemische Zusammensetzung und optische Eigenschaften des Aerosols in der bodennahen Mischungsschicht und in der freien Troposphaere;FA1011;Klimaprozesse;1091997;31122000;9427;Forschung und Entwicklung zur Daseinsvorsorge;
07AF227 /0;BMBF;724;PT-GSF;PT-UKF;Universitaet Bremen;4011000;Bremen, Stadt;Bremen;Bremen;;Universitaet Bremen - Institut fuer Fernerkundung;4011000;Bremen, Stadt;Bremen;Bremen;;Indirekte Bestimmung der Single Scattering Albedo und des komplexen Brechungsindexes des atmosphaerischen Aerosols aus kombinierten spektralen Sonnen- und Himmelsstrahlungs- sowie spektralen Strahlungsflussmessungen und Ermittlung des Strahlungsantriebs;FA1011;Klimaprozesse;1011998;31082001;295208;Forschung und Entwicklung zur Daseinsvorsorge;
0329798A/4;BMWi;IIC6;PT-J;ESN1;Institut fuer Fenstertechnik e.V.;9163000;Rosenheim;Rosenheim;Bayern;;Institut fuer Fenstertechnik e.V.;9163000;Rosenheim;Rosenheim;Bayern;;Solaroptimiertes Bauen - TK 1: Entwicklung einer Referenzmethode zur kalorimetrischen Bestimmung des Gesamtenegiedurchlassgrades von transparenten und transluzenten Bauteilen (REGES);EA4300;Regenerative und energieeffiziente Waerme- und Kaeltenutzung;1011998;31012001;375683;Technologie- und Innovationsfoerderung;
18S0059G/3;BMWi;IVD1;PT-J;MGS1;Universitaet Hamburg;2000000;Hamburg, Freie und Hansestadt;Hamburg;Hamburg;;Universitaet Hamburg - Institut fuer Schiffbau;2000000;Hamburg, Freie und Hansestadt;Hamburg;Hamburg;;Life Cycle Design: Untersuchungen zum Struktursspannungskonzept;HB3010;Grundlagen der Schiffstechnik (abgeschlossen);1071997;31121999;219651;Forschung und Entwicklung zur Daseinsvorsorge;
07AF210B/8;BMBF;724;PT-GSF;PT-UKF;Max-Planck-Gesellschaft zur Foerderung der Wissenschaften e.V. (MPG);9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Max-Planck-Institut fuer Chemie (Otto-Hahn-Institut) - Abt. Chemie der Atmosphaere;7315000;Mainz, Stadt;Mainz;Rheinland-Pfalz;;Foerderschwerpunkt Aerosolforschung (AFS): Laboruntersuchungen heterogener Reaktionen von Stickstoffverbindungen an Staub- und Russoberflaechen;FA1011;Klimaprozesse;1011998;31122000;19940;Forschung und Entwicklung zur Daseinsvorsorge;
07AF211 /6;BMBF;724;PT-GSF;PT-UKF;Universitaet Duisburg-Essen;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;Universitaet Duisburg-Essen - Fachbereich Chemie - Institut fuer Physikalische und Theoretische Chemie;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;Heterogene Verlust- und Umwandlungsprozesse troposphaerischer Oxidantien und Spurengase an Wasser- und Eisoberflaechen;FA1011;Klimaprozesse;1011998;31122000;92207;Forschung und Entwicklung zur Daseinsvorsorge;
07AF212 /7;BMBF;724;PT-GSF;PT-UKF;Universitaet Duisburg-Essen;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;Universitaet Duisburg-Essen - Fachbereich Chemie - Institut fuer Physikalische und Theoretische Chemie;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;Der Einfluss heterogener Reaktionen im Seesalz-Aerosol auf die regionale und globale Gasphasen-Photoxidatienchemie;FA1011;Klimaprozesse;1011998;31122000;88075;Forschung und Entwicklung zur Daseinsvorsorge;
19G9727 /7;BMWi;IVA3;PT-MVT;MVBW;Hellmann Worldwide Logistics SE & Co. KG;3404000;Osnabrueck, Stadt;Osnabrueck;Niedersachsen;;Hellmann Worldwide Logistics SE & Co. KG;3404000;Osnabrueck, Stadt;Osnabrueck;Niedersachsen;;Flexible Transportkette: Speditionslogistik - Demonstrationsfeld: Kleine Transportbehaelter - Teilprojekt: Hellmann;HA3020;Logistik und Transportketten;1071997;30062000;362152;Technologie- und Innovationsfoerderung;
13N7194 /1;BMBF;514;PT-VDI;TZ-PT;Siemens Aktiengesellschaft;9562000;Erlangen;Erlangen;Bayern;;Siemens Aktiengesellschaft - Zentralabt. Technik (ZT EN 3);9562000;Erlangen;Erlangen;Bayern;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: Reinigung von Dieselabgasen in gepulsten Plasmen;L03000;Plasmatechnik (ohne Fusion);1081997;31072000;894904;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
13N7196 /3;BMBF;514;PT-VDI;TZ-PT;Dornier GmbH;8435016;Friedrichshafen, Stadt;Friedrichshafen;Baden-Wuerttemberg;;Dornier GmbH;8435016;Friedrichshafen, Stadt;Friedrichshafen;Baden-Wuerttemberg;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: Mikrowellen induzierte Plasmen fuer die Reinigung motorischer Abgase;L03000;Plasmatechnik (ohne Fusion);1081997;31122000;895085;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
13N7200 /1;BMBF;514;PT-VDI;TZ-PT;Rheinisch-Westfaelische Technische Hochschule Aachen;5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Rheinisch-Westfaelische Technische Hochschule Aachen - Fakultaet fuer Maschinenwesen - Institut fuer Technische Mechanik;5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: Numerische Simulation und Modellierung elementarkinetischer Vorgaenge;L03000;Plasmatechnik (ohne Fusion);1081997;31072000;284278;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
13N7195 /2;BMBF;514;PT-VDI;TZ-PT;Universitaet Duisburg-Essen;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;Universitaet Duisburg-Essen - Institut fuer Laser- und Plasmatechnik;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: In-Situ-Diagnostik der Schadstoffumsetzung in Barriere - Entladungen;L03000;Plasmatechnik (ohne Fusion);1081997;31122000;248034;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
01KI9758/0;BMBF;615;PT-DLR;GF;Ludwig-Maximilians-Universitaet Muenchen;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Ludwig-Maximilians-Universitaet Muenchen - Medizinische Fakultaet - Max von Pettenkofer-Institut fuer Hygiene und Medizinische Mikrobiologie;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Forschungsverbund TSE: Analyse von Prionen in zellulaeren Systemen;AA0110;Infektion;1091997;31082000;137205;Technologie- und Innovationsfoerderung;
13N7197 /4;BMBF;514;PT-VDI;TZ-PT;Heinrich-Heine-Universitaet Duesseldorf;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Heinrich-Heine-Universitaet Duesseldorf - Mathematisch-Naturwissenschaftliche Fakultaet - Physik - Institut fuer Laser- und Plasmaphysik;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: Untersuchungen zur Abgasreinigung mit gepulsten Mikrowellenentladungen;L03000;Plasmatechnik (ohne Fusion);1011998;31072000;198893;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
13N7192 /0;BMBF;514;PT-VDI;TZ-PT;IUT-Institut fuer Umwelttoxikologie GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;IUT-Institut fuer Umwelttoxikologie GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: Untersuchung der Abbaumechanismen von Stickoxiden in Plasmareaktoren;L03000;Plasmatechnik (ohne Fusion);1081997;31082000;273131;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
13N7193 /0;BMBF;514;PT-VDI;TZ-PT;Laser-Laboratorium Goettingen e.V.;3159016;Goettingen, Stadt;Goettingen;Niedersachsen;;Laser-Laboratorium Goettingen e.V.;3159016;Goettingen, Stadt;Goettingen;Niedersachsen;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: Orts- und zeitaufgeloeste Untersuchung des Schadstoffabbaus im Plasma;L03000;Plasmatechnik (ohne Fusion);1081997;31102000;351258;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
13N7199 /6;BMBF;514;PT-VDI;TZ-PT;Karlsruher Institut fuer Technologie (KIT);8212000;Karlsruhe, Stadt;Karlsruhe;Baden-Wuerttemberg;;Karlsruher Institut fuer Technologie (KIT) - Lichttechnisches Institut (LTI);8212000;Karlsruhe, Stadt;Karlsruhe;Baden-Wuerttemberg;;Verbundprojekt: Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren - Teilvorhaben: Analyse der Wirkketten bei der Plasmareinigung realer Abgase;L03000;Plasmatechnik (ohne Fusion);1081997;31082000;238538;Technologie- und Innovationsfoerderung;Laserdiagnostische und plasmatechnologische Grundlagen zur Verminderung von Emissionen und Kraftstoffverbrauch von DI-Verbrennungsmotoren
0311620 /6;BMBF;613;PT-J;BIO2;Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Fraunhofer-Institut fuer Algorithmen und Wissenschaftliches Rechnen (SCAI);5382056;Sankt Augustin, Stadt;Sankt Augustin;Nordrhein-Westfalen;;Verbundprojekt: Relimo-Rezeptormodellierung - Teilprojekt 2: Modellierung Protein-Bindetaschen - Teilprojekt 3: Datenbankentwicklung;AA0230;Systembiologie;1041998;31122001;1358204;Technologie- und Innovationsfoerderung;Relimo-Rezeptormodellierung
0311615 /2;BMBF;613;PT-J;BIO2;GMD - Forschungszentrum Informationstechnik GmbH;5382056;Sankt Augustin, Stadt;Sankt Augustin;Nordrhein-Westfalen;;GMD - Forschungszentrum Informationstechnik GmbH - Institut fuer Algorithmen und Wissenschaftliches Rechnen (SCAI);5382056;Sankt Augustin, Stadt;Sankt Augustin;Nordrhein-Westfalen;;Verbundprojekt: Target-Identifizierung zum Auffinden von Zielproteinen in Datenbanken - Teilprojekt 4: Gesamtkoordination und Zielstruktursuche;AA0230;Systembiologie;1011998;31122000;722959;Technologie- und Innovationsfoerderung;Target-Identifizierung zum Auffinden von Zielproteinen in Datenbanken
01KI9760/0;BMBF;615;PT-DLR;GF;Ludwig-Maximilians-Universitaet Muenchen;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Ludwig-Maximilians-Universitaet Muenchen - Genzentrum - Laboratorium fuer Molekulare Biologie;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Forschungsverbund TSE: Eigenschaften des Prion-Proteins;AA0110;Infektion;1091997;31082001;277580;Technologie- und Innovationsfoerderung;
0311623 /9;BMBF;613;PT-J;BIO2;Boehringer Ingelheim KG;7339030;Ingelheim am Rhein, Stadt;Ingelheim am Rhein;Rheinland-Pfalz;;Boehringer Ingelheim KG;7339030;Ingelheim am Rhein, Stadt;Ingelheim am Rhein;Rheinland-Pfalz;;Verbundprojekt: Relimo-Rezeptormodellierung - Teilprojekt 4: Toolerprobung-Docking;AA0230;Systembiologie;1041998;31032001;211279;Technologie- und Innovationsfoerderung;Relimo-Rezeptormodellierung
